type,_id,city,first_name,last_name,middle_name,loc[0],loc[1],customer_key,gender,age,county,state,street_address,zip_code
 customers,59f307eb1f0d6766995d17e6,CALLICOON CENTER,Dawna,Bowman,Ruby,-74.755373,41.719016,customer_key_2911,female,24,SULLIVAN,NY,5358 THOMPSON DR,12724
 customers,59f307eb1f0d6766995d17e7,BEVERLY HILLS,Gail,Roberson,Linda,-82.446209,28.817853,customer_key_2912,female,80,CITRUS,FL,3678 KEDZIE BLVD,34465
 customers,59f307eb1f0d6766995d17e8,CROSS PLAINS,Mitchell,Avila,Samuel,-86.712734,36.521044,customer_key_2913,male,56,ROBERTSON,TN,3938 JEFFERY BLVD,37049
 customers,59f307eb1f0d6766995d17e9,NORFOLK,Letha,Rosario,Laura,-74.942946,44.855075,customer_key_2914,female,45,SAINT LAWRENCE,NY,3698 116TH ST,13667
 customers,59f307eb1f0d6766995d17ea,GRAND RONDE,Lewis,Jennings,Michael,-123.648356,45.053757,customer_key_2915,male,47,POLK,OR,1698 ARMOUR ST,97347
 customers,59f307eb1f0d6766995d17eb,MOUNT MEIGS,Bret,Phelps,Howard,-86.208528,32.233377,customer_key_2916,male,23,MONTGOMERY,AL,7565 135TH ST,36057
 customers,59f307eb1f0d6766995d17ec,OKARCHE,Gilbert,Gillespie,Paul,-97.97746,35.732016,customer_key_2917,male,28,CANADIAN,OK,9733 STONY ISLAND AVE,73762
 customers,59f307eb1f0d6766995d17ed,ATTLEBORO FALLS,Joanne,Chen,Rose,-71.308229,41.972584,customer_key_2918,female,42,BRISTOL,MA,8196 WOOD ST,2763
 customers,59f307eb1f0d6766995d17ee,DENVER,Rickey,Walter,Matthew,-105.004125,39.867235,customer_key_2919,male,37,ADAMS,CO,152 CTA BUS TURNAROUND,80260
 customers,59f307eb1f0d6766995d17ef,MURRAY CITY,Paulina,Pierce,Linda,-82.171089,39.505508,customer_key_2920,female,51,HOCKING,OH,5957 ST LAWRENCE DR,43144
 customers,59f307eb1f0d6766995d17f0,AURORA,Angelena,Santana,Alice,-104.80667,39.702142,customer_key_2921,female,26,ARAPAHOE,CO,9870 WABANSIA AVE,80017
 customers,59f307eb1f0d6766995d17f1,NORTH LAS VEGAS,Madelyn,Middleton,Mary,-115.15431,36.225271,customer_key_2922,female,47,CLARK,NV,9496 SUTTON PL,89030
 customers,59f307eb1f0d6766995d17f2,LIMON,Forest,Blake,Michael,-103.588908,39.31654,customer_key_2923,male,23,LINCOLN,CO,1375 24TH ST,80828
 customers,59f307eb1f0d6766995d17f3,PARMA,Kelley,Mcpherson,William,-89.85627,36.568845,customer_key_2924,male,57,NEW MADRID,MO,3236 DEARBORN ST,63870
 customers,59f307eb1f0d6766995d17f4,PORT SAINT LUCIE,Norris,Kirk,Thomas,-80.380277,27.257707,customer_key_2925,male,21,SAINT LUCIE,FL,8870 HURON ST,34953
 customers,59f307eb1f0d6766995d17f5,HARTLY,Mandy,Chandler,Karen,-75.679733,39.16343,customer_key_2926,female,21,KENT,DE,49 114TH ST,19953
 customers,59f307eb1f0d6766995d17f6,SUMMIT,Celestine,Brandt,Beverly,-97.036537,45.30204,customer_key_2927,female,48,ROBERTS,SD,7586 YATES AVE,57266
 customers,59f307eb1f0d6766995d17f7,ADDINGTON,Clarence,Wiggins,Timothy,-97.838026,34.069661,customer_key_2928,male,47,JEFFERSON,OK,6981 COULTER ST,73520
 customers,59f307eb1f0d6766995d17f8,ELLIS,Annetta,Cooper,Ruth,-114.312713,44.22397,customer_key_2929,female,43,CUSTER,ID,2801 MCCORMICK PLACE ER,83235
 customers,59f307eb1f0d6766995d17f9,WEWELA,Marlon,Wood,Edward,-99.88231,43.382122,customer_key_2930,male,23,TRIPP,SD,262 LSD 47TH ST ER,57578
 customers,59f307eb1f0d6766995d17fa,WICHITA,Fritz,Landry,Christopher,-97.312573,37.661,customer_key_2931,male,32,SEDGWICK,KS,9988 MANTON AVE,67211
 customers,59f307eb1f0d6766995d17fb,BONO,Michael,Terrell,Robert,-90.627804,35.85642,customer_key_2932,male,46,CRAIGHEAD,AR,4169 EMERALD AVE,72416
 customers,59f307eb1f0d6766995d17fc,WEST YELLOWSTONE,Oren,Humphrey,Joseph,-111.237705,44.763016,customer_key_2933,male,45,GALLATIN,MT,1172 84TH ST,59758
 customers,59f307eb1f0d6766995d17fd,PARKMAN,Rolando,Lester,Charles,-107.135181,44.808925,customer_key_2934,male,28,SHERIDAN,WY,9054 ORANGE AVE,82838
 customers,59f307eb1f0d6766995d17fe,CAMPBELL,Ismael,Case,Arthur,-121.705327,37.189396,customer_key_2935,male,37,SANTA CLARA,CA,176 BISHOP ST,95008
 customers,59f307eb1f0d6766995d17ff,NEW PARIS,Denny,Maddox,Suzanne,-78.611595,39.981413,customer_key_2936,female,39,BEDFORD,PA,2861 PRYOR AVE,15554
 customers,59f307eb1f0d6766995d1800,AMISTAD,Ferdinand,Mayer,Peter,-103.505541,36.369783,customer_key_2937,male,34,UNION,NM,1926 103RD PL,88410
 customers,59f307eb1f0d6766995d1801,MORRISDALE,Bridget,Mccall,Rebecca,-78.191551,40.96891,customer_key_2938,female,26,CLEARFIELD,PA,2946 HART ST,16858
 customers,59f307eb1f0d6766995d1802,STACYVILLE,Jonathan,Ortiz,Henry,-68.647416,45.519867,customer_key_2939,male,39,PENOBSCOT,ME,1381 JARVIS AVE,4782
 customers,59f307eb1f0d6766995d1803,PHOENIX,Joella,Meyer,Elizabeth,-112.18717,33.276539,customer_key_2940,female,57,MARICOPA,AZ,9597 BARRY AVE,85077
 customers,59f307eb1f0d6766995d1804,EWA BEACH,Neal,Dunlap,Gary,-158.01395,21.34455,customer_key_2941,male,34,HONOLULU,HI,4204 61ST PL,96706
 customers,59f307eb1f0d6766995d1805,CLEVELAND,Mindy,Trujillo,Rebecca,-92.701955,35.395535,customer_key_2942,female,28,CONWAY,AR,5 125TH ST,72030
 customers,59f307eb1f0d6766995d1806,WEST OSSIPEE,Sondra,Klein,Karen,-71.194586,43.811782,customer_key_2943,female,58,CARROLL,NH,976 LARRABEE ST,3890
 customers,59f307eb1f0d6766995d1807,RUCKERSVILLE,Josue,Kidd,Billy,-78.407377,38.258615,customer_key_2944,male,37,GREENE,VA,6610 STEPHEN A DOUGLAS DR,22968
 customers,59f307eb1f0d6766995d1808,BELLMAWR,Fiona,Bruce,Georgia,-75.067729,39.805543,customer_key_2945,female,46,CAMDEN,NJ,8022 LOOMIS ST,8031
 customers,59f307eb1f0d6766995d1809,WILCOE,Junko,Harper,Linda,-81.653889,37.375246,customer_key_2946,female,45,MCDOWELL,WV,7847 63RD PKWY,24895
 customers,59f307eb1f0d6766995d180a,WETHERSFIELD,Dominick,Mora,Lee,-72.718832,41.791776,customer_key_2947,male,29,HARTFORD,CT,175 FORESTVIEW AVE,6129
 customers,59f307eb1f0d6766995d180b,GOODWIN,Audrea,Huynh,Beverly,-91.029194,34.935798,customer_key_2948,female,30,SAINT FRANCIS,AR,2656 OLCOTT AVE,72340
 customers,59f307eb1f0d6766995d180c,SILVER LAKE,Hilde,Kramer,Judy,-94.195425,44.921134,customer_key_2949,female,29,MCLEOD,MN,5009 LOVEJOY AVE,55381
 customers,59f307eb1f0d6766995d180d,ARVADA,Ai,Sanders,Elizabeth,-106.392413,44.731059,customer_key_2950,female,31,SHERIDAN,WY,196 LIEB AVE,82831
 customers,59f307eb1f0d6766995d180e,NORPHLET,Meagan,Cochran,Ruth,-92.646905,33.321864,customer_key_2951,female,27,UNION,AR,8745 CARROLL DR,71759
 customers,59f307eb1f0d6766995d180f,WILMINGTON,Ariel,Dickson,Henry,-75.664729,39.735912,customer_key_2952,male,84,NEW CASTLE,DE,8562 CICERO AVE,19808
 customers,59f307eb1f0d6766995d1810,SELAWIK,Taryn,Gibson,Cheryl,-159.843924,66.868442,customer_key_2953,female,51,NORTHWEST ARCTIC,AK,9685 82ND ST,99770
 customers,59f307eb1f0d6766995d1811,PRYOR,Marisol,Huber,Bonnie,-107.481697,45.518708,customer_key_2954,female,23,BIG HORN,MT,4775 WASHBURNE AVE,59066
 customers,59f307eb1f0d6766995d1812,WENTWORTH,Myong,Rowe,Beth,-96.967095,43.996979,customer_key_2955,female,78,LAKE,SD,5047 PENSACOLA AVE,57075
 customers,59f307eb1f0d6766995d1813,NEKOMA,Mandie,Robertson,Kathy,-98.464102,48.77178,customer_key_2956,female,39,CAVALIER,ND,839 LAKE SHORE LOWER DR,58355
 customers,59f307eb1f0d6766995d1814,WHEATLAND,Dorethea,Wright,Karen,-97.644368,35.400759,customer_key_2957,female,47,OKLAHOMA,OK,891 YALE AVE,73097
 customers,59f307eb1f0d6766995d1815,KINCHELOE,Tien,Decker,Martha,-84.336519,46.410777,customer_key_2958,female,54,CHIPPEWA,MI,4773 RESERVE AVE,49786
 customers,59f307eb1f0d6766995d1816,WELLSBURG,Nadine,Santiago,Susan,-92.926227,42.445049,customer_key_2959,female,35,GRUNDY,IA,7742 PEARSON ST,50680
 customers,59f307eb1f0d6766995d1817,WESTBORO,Paul,Mcdaniel,Mark,-90.401519,45.330939,customer_key_2960,male,27,TAYLOR,WI,597 INDIANA PKWY,54490
 customers,59f307eb1f0d6766995d1818,CAPROCK,Azzie,Wang,Patricia,-103.433804,32.785417,customer_key_2961,female,27,LEA,NM,1366 HAYES DR,88213
 customers,59f307eb1f0d6766995d1819,WADSWORTH,Marnie,Berg,Carolyn,-119.302787,39.639846,customer_key_2962,female,35,WASHOE,NV,8765 CHRISTIANA AVE,89442
 customers,59f307eb1f0d6766995d181a,BETHLEHEM,Moses,Rosario,Jeffrey,-75.958683,38.740562,customer_key_2963,male,24,CAROLINE,MD,8250 BLUE ISLAND AVE,21609
 customers,59f307eb1f0d6766995d181b,CARMICHAEL,Leon,Klein,Lee,-121.332191,38.62136,customer_key_2964,male,30,SACRAMENTO,CA,8227 NATOMA AVE,95608
 customers,59f307eb1f0d6766995d181c,MARKESAN,Karina,Doyle,Carolyn,-89.065361,43.723578,customer_key_2965,female,73,GREEN LAKE,WI,6912 51ST ST,53946
 customers,59f307eb1f0d6766995d181d,ORDWAY,Frankie,Banks,George,-103.780036,38.317486,customer_key_2966,male,46,CROWLEY,CO,871 KENNEDY MILWAUKEE AV ER,81063
 customers,59f307eb1f0d6766995d181e,THOROFARE,Joseph,Mathis,Mark,-75.24861,39.838721,customer_key_2967,male,54,GLOUCESTER,NJ,6203 EDGEWATER AVE,8086
 customers,59f307eb1f0d6766995d181f,SALTERS,Evia,Mitchell,Vanessa,-79.709369,33.598355,customer_key_2968,female,43,WILLIAMSBURG,SC,9981 PERSHING PL,29590
 customers,59f307eb1f0d6766995d1820,MONROE,Kenna,Ingram,Susan,-72.015317,44.268612,customer_key_2969,female,37,GRAFTON,NH,2807 INGLESIDE AVE,3771
 customers,59f307eb1f0d6766995d1821,EAST BROOKFIELD,Daine,Mann,Renee,-72.049907,42.205311,customer_key_2970,female,47,WORCESTER,MA,1299 EISENHOWER FRANKLIN ST XR,1515
 customers,59f307eb1f0d6766995d1822,KENT,Shanna,Fitzpatrick,Amy,-81.196615,41.170006,customer_key_2971,female,49,PORTAGE,OH,394 BRAYTON ST,44242
 customers,59f307eb1f0d6766995d1823,COLUMBIA,Dominick,Flores,Carl,-80.970766,34.005992,customer_key_2972,male,57,RICHLAND,SC,8936 ACCESS DR,29216
 customers,59f307eb1f0d6766995d1824,LYON MOUNTAIN,Mickie,Watts,Judy,-73.97299,44.804316,customer_key_2973,female,26,CLINTON,NY,6004 MICHIGAN AVE,12955
 customers,59f307eb1f0d6766995d1825,EXETER,Rudolf,Nguyen,Arthur,-71.650262,41.5469,customer_key_2974,male,39,WASHINGTON,RI,8267 EISENHOWER HOMAN AV XR,2822
 customers,59f307eb1f0d6766995d1826,LANCASTER,Kelsey,Sparks,Margaret,-71.561225,44.476575,customer_key_2975,female,43,COOS,NH,1537 IRENE AVE,3584
 customers,59f307eb1f0d6766995d1827,HONOLULU,Nelson,Whitaker,Edward,-168.021815,24.859832,customer_key_2976,male,30,HONOLULU,HI,6221 N BRANCH CANAL,96812
 customers,59f307eb1f0d6766995d1828,AUBURN,Willian,Wong,Paul,-95.843077,40.428801,customer_key_2977,male,51,NEMAHA,NE,377 CHICAGO SKYWAY EXPY,68305
 customers,59f307eb1f0d6766995d1829,MC HENRY,Shakita,Pratt,Judith,-89.172285,30.721036,customer_key_2978,female,59,STONE,MS,6052 82ND PL,39561
 customers,59f307eb1f0d6766995d182a,NEWMAN LAKE,Vicente,Sanchez,Robert,-117.090112,47.76727,customer_key_2979,male,51,SPOKANE,WA,914 92ND ST,99025
 customers,59f307eb1f0d6766995d182b,FOREST HILL,Reanna,Jacobs,Margaret,-92.448853,31.157736,customer_key_2980,female,46,RAPIDES,LA,6433 43RD ST,71430
 customers,59f307eb1f0d6766995d182c,CANON CITY,Chang,Rios,Morgan,-105.476577,38.477563,customer_key_2981,male,26,FREMONT,CO,4676 17TH ST,81246
 customers,59f307eb1f0d6766995d182d,HARRISVILLE,Jacob,Reyes,Morgan,-71.648502,41.97239,customer_key_2982,male,52,PROVIDENCE,RI,4312 KENNEDY ADDISON ST XR,2830
 customers,59f307eb1f0d6766995d182e,CIRCLE,Jaclyn,Mendoza,Maria,-151.025085,65.226375,customer_key_2983,female,30,YUKON KOYUKUK,AK,8657 ERNST CT,99733
 customers,59f307eb1f0d6766995d182f,STEWART,Sammie,Figueroa,Richard,-87.747374,36.272979,customer_key_2984,male,36,HOUSTON,TN,7088 I55 PULASKI RD ER,37175
 customers,59f307eb1f0d6766995d1830,THREE LAKES,Wally,Mckay,Gary,-89.157339,45.762075,customer_key_2985,male,27,ONEIDA,WI,4049 DAN RYAN CANALPORT AV ER,54562
 customers,59f307eb1f0d6766995d1831,AVERILL,Paulina,Ferrell,Mary,-71.719436,44.680771,customer_key_2986,female,45,ESSEX,VT,2678 124TH ST,5901
 customers,59f307eb1f0d6766995d1832,UPPERCO,Josue,Carpenter,Billy,-76.797213,39.567574,customer_key_2987,male,21,BALTIMORE,MD,8880 HENKE PL,21155
 customers,59f307eb1f0d6766995d1833,CHICAGO,Osvaldo,Kramer,Jeffrey,-87.68732,41.811929,customer_key_2988,male,67,COOK,IL,8999 DAN RYAN OB EISENHOWER OB ER,60625
 customers,59f307eb1f0d6766995d1834,WILMINGTON,Milan,Espinoza,Christopher,-75.531694,39.79936,customer_key_2989,male,49,NEW CASTLE,DE,9489 STEVENSON EXPY,19803
 customers,59f307eb1f0d6766995d1835,SCOTTSBLUFF,Barney,Hogan,Joseph,-103.77023,41.872005,customer_key_2990,male,29,SCOTTS BLUFF,NE,7236 CHICAGO AVE,69361
 customers,59f307eb1f0d6766995d1836,NORTH WEBSTER,Linnie,Dunlap,Martha,-85.710285,41.332568,customer_key_2991,female,55,KOSCIUSKO,IN,5962 MICHIGAN AVE,46555
 customers,59f307eb1f0d6766995d1837,HANOVER,Jame,Fuentes,Stephen/Steven,-84.601588,42.111258,customer_key_2992,male,38,JACKSON,MI,9355 RICE ST,49241
 customers,59f307eb1f0d6766995d1838,WOOLWICH,Ariane,Michael,Margaret,-69.764378,43.938696,customer_key_2993,female,56,SAGADAHOC,ME,3950 119TH PL,4579
 customers,59f307eb1f0d6766995d1839,SHELLEY,Joan,Sanchez,Edward,-112.118813,43.349659,customer_key_2994,male,47,BINGHAM,ID,395 KENNEDY DIVERSEY AV XR,83274
 customers,59f307eb1f0d6766995d183a,FORT WAINWRIGHT,Julietta,Murillo,Rebecca,-147.64418,64.832821,customer_key_2995,female,21,FAIRBANKS NORTH STAR,AK,1942 HYDE PARK BLVD,99703
 customers,59f307eb1f0d6766995d183b,MORO,Dario,Wong,Henry,-120.684499,45.502564,customer_key_2996,male,50,SHERMAN,OR,6800 CAHILL TER,97039
 customers,59f307eb1f0d6766995d183c,KANNAPOLIS,Jessenia,Hines,Renee,-80.541088,35.346285,customer_key_2997,female,21,CABARRUS,NC,5498 RIVERWALK DR,28082
 customers,59f307eb1f0d6766995d183d,LAKEVIEW,Rosalba,Mueller,Susan,-120.369607,42.180763,customer_key_2998,female,27,LAKE,OR,7645 BROSS AVE,97630
 customers,59f307eb1f0d6766995d183e,ENGLEWOOD,Donnell,Richmond,Morgan,-104.408349,39.738752,customer_key_2999,male,48,ARAPAHOE,CO,6962 46TH ST,80151
 customers,59f307eb1f0d6766995d183f,NAPERVILLE,Vanita,David,Rose,-88.149884,41.782455,customer_key_3000,female,32,DU PAGE,IL,9417 LOTUS AVE,60563
 customers,59f307eb1f0d6766995d1840,NEW LONDON,Brigida,Bauer,Rosemary,-95.049378,45.167597,customer_key_3001,female,39,KANDIYOHI,MN,591 LOGAN BLVD,56273
 customers,59f307eb1f0d6766995d1841,KYLE,Javier,Pollard,Christopher,-102.5411,43.352617,customer_key_3002,male,38,SHANNON,SD,2566 FREMONT ST,57752
 customers,59f307eb1f0d6766995d1842,LOUISVILLE,Wilber,Mcclure,Joseph,-85.676819,38.188962,customer_key_3003,male,22,JEFFERSON,KY,3479 HOEY ST,40252
 customers,59f307eb1f0d6766995d1843,ATLANTA,Alline,Christensen,Laura,-84.358525,33.726906,customer_key_3004,female,26,FULTON,GA,9291 102ND PL,30316
 customers,59f307eb1f0d6766995d1844,BEAVER,Carmela,Schroeder,Rose,-124.360572,48.006094,customer_key_3005,female,40,CLALLAM,WA,5427 BISHOP FORD 103RD ST STONY ER,98305
 customers,59f307eb1f0d6766995d1845,BELDEN,Kathy,Dickerson,Elizabeth,-97.212986,42.429295,customer_key_3006,female,29,CEDAR,NE,541 KEOTA AVE,68717
 customers,59f307eb1f0d6766995d1846,ROCK HILL,Mel,Andersen,William,-81.178712,34.992612,customer_key_3007,male,68,YORK,SC,5064 EISENHOWER SACRAMENTO AV XR,29733
 customers,59f307eb1f0d6766995d1847,DECHERD,Grant,Levy,Morgan,-86.068439,35.255505,customer_key_3008,male,26,FRANKLIN,TN,7709 133RD PL,37324
 customers,59f307eb1f0d6766995d1848,SPRING,Renna,Phelps,Patricia,-95.434241,29.83399,customer_key_3009,female,35,HARRIS,TX,8289 MCVICKER AVE,77383
 customers,59f307eb1f0d6766995d1849,BILLINGS,Jaime,Mckay,Stephen/Steven,-108.194508,45.978288,customer_key_3010,male,37,YELLOWSTONE,MT,6139 STEVENSON FRANKLIN ST XR,59112
 customers,59f307eb1f0d6766995d184a,NAPAKIAK,Bernarda,Schroeder,Bonnie,-163.118947,60.314735,customer_key_3011,female,51,BETHEL,AK,7398 126TH ST,99634
 customers,59f307eb1f0d6766995d184b,BOSTON,Jesse,Mathews,Michael,-71.072854,42.336162,customer_key_3012,male,46,SUFFOLK,MA,9947 108TH ST,2118
 customers,59f307eb1f0d6766995d184c,BUCKFIELD,Evan,Ortega,Gary,-70.381112,44.326165,customer_key_3013,male,32,OXFORD,ME,3961 LOWERLEVELT3 ST,4220
 customers,59f307eb1f0d6766995d184d,WARREN,Evelyn,Clements,Kathy,-115.557407,45.889314,customer_key_3014,female,37,IDAHO,ID,5780 LAWRENCE DR,83671
 customers,59f307eb1f0d6766995d184e,WHARTON,Charleen,Martinez,Amy,-74.577102,40.935349,customer_key_3015,female,56,MORRIS,NJ,2430 LAFAYETTE ST,7885
 customers,59f307eb1f0d6766995d184f,OTIS ORCHARDS,Tarra,Hobbs,Theresa,-117.107735,47.734728,customer_key_3016,female,33,SPOKANE,WA,6931 87TH PL,99027
 customers,59f307eb1f0d6766995d1850,MONARCH,Aaron,Huang,Susan,-110.883026,47.05149,customer_key_3017,female,22,CASCADE,MT,42 NASHVILLE AVE,59463
 customers,59f307eb1f0d6766995d1851,KENSETT,Rosio,Solis,Lynette,-91.847466,35.14574,customer_key_3018,female,31,WHITE,AR,3327 CICERO AVE,72082
 customers,59f307eb1f0d6766995d1852,TEN SLEEP,Adolfo,Harrison,Donald,-107.530662,43.908687,customer_key_3019,male,52,WASHAKIE,WY,8430 LITTLE CALUMET RIVER,82442
 customers,59f307eb1f0d6766995d1853,LONG BEACH,Laurene,Lamb,Alice,-118.114612,33.793516,customer_key_3020,female,55,LOS ANGELES,CA,7284 STEVENSON EXPY ER,90815
 customers,59f307eb1f0d6766995d1854,GRANT,Van,Carlson,John,-95.573733,34.01168,customer_key_3021,male,20,CHOCTAW,OK,642 KIONA AVE,74738
 customers,59f307eb1f0d6766995d1855,AUBURN,Valentine,Madden,Judy,-95.843077,40.428801,customer_key_3022,female,25,NEMAHA,NE,3486 LARCHMONT AVE,68305
 customers,59f307eb1f0d6766995d1856,CURTIN,Cecil,Rivera,John,-123.196161,43.747559,customer_key_3023,male,38,DOUGLAS,OR,2246 MIDWAY AIRPORT,97428
 customers,59f307eb1f0d6766995d1857,CHARLOTTE,Lona,Martinez,Suzanne,-80.804151,35.26002,customer_key_3024,female,27,MECKLENBURG,NC,7746 CERMAK RD,28231
 customers,59f307eb1f0d6766995d1858,LAWTON,Delila,Hudson,Beverly,-98.457646,34.630879,customer_key_3025,female,40,COMANCHE,OK,8290 OAKLEY AVE,73502
 customers,59f307eb1f0d6766995d1859,BIRCHWOOD,Julio,Lynch,Edward,-85.009853,35.312806,customer_key_3026,male,33,HAMILTON,TN,1806 LUNDY AVE,37308
 customers,59f307eb1f0d6766995d185a,HONOLULU,Toney,Gay,Richard,-168.021815,24.859832,customer_key_3027,male,35,HONOLULU,HI,5306 SEDGWICK ST,96823
 customers,59f307eb1f0d6766995d185b,HUXLEY,Jayson,Randolph,Peter,-93.616342,41.906086,customer_key_3028,male,35,STORY,IA,6220 CHARLESTON ST,50124
 customers,59f307eb1f0d6766995d185c,BRIDGEPORT,Margie,Moses,Kathleen,-85.803464,34.799983,customer_key_3029,female,48,JACKSON,AL,5322 SANDBURG TER,35740
 customers,59f307eb1f0d6766995d185d,CRANFORD,Lanny,Tapia,Stephen/Steven,-74.304792,40.654802,customer_key_3030,male,37,UNION,NJ,1416 CHICAGO SKYWAY STATE ST XR,7016
 customers,59f307eb1f0d6766995d185e,BELLFLOWER,Carey,Norton,Billy,-118.12965,33.888014,customer_key_3031,male,37,LOS ANGELES,CA,9821 CENTRAL AVE,90706
 customers,59f307eb1f0d6766995d185f,YOUNGSTOWN,Williams,Bryant,Carl,-79.366066,40.279337,customer_key_3032,male,81,WESTMORELAND,PA,841 HART ST,15696
 customers,59f307eb1f0d6766995d1860,PINE VALLEY,Yun,Gordon,Linda,-76.875072,42.240529,customer_key_3033,female,60,CHEMUNG,NY,4144 AVENUE L,14872
 customers,59f307eb1f0d6766995d1861,MOUNT ANGEL,Daysi,Burton,Bonnie,-122.655118,44.934698,customer_key_3034,female,21,MARION,OR,4360 MARQUETTE DR,97362
 customers,59f307eb1f0d6766995d1862,SPARROW BUSH,Maurita,Gibbs,Ruby,-74.459687,41.376892,customer_key_3035,female,40,ORANGE,NY,5053 SOUTHPORT AVE,12780
 customers,59f307eb1f0d6766995d1863,MECHANICSBURG,Isaias,Clements,Daniel,-83.587808,40.117805,customer_key_3036,male,38,CHAMPAIGN,OH,7467 58TH ST,43044
 customers,59f307eb1f0d6766995d1864,ASHFORD,Raul,Marsh,Andrew,-122.05517,46.752611,customer_key_3037,male,48,PIERCE,WA,378 KENNEDY EXPY,98304
 customers,59f307eb1f0d6766995d1865,LAS VEGAS,Michel,Alvarado,Henry,-115.151937,36.018981,customer_key_3038,male,32,CLARK,NV,2829 HERMITAGE AVE,89132
 customers,59f307eb1f0d6766995d1866,AGAR,Hildred,Wong,Maria,-100.158903,44.802621,customer_key_3039,female,39,SULLY,SD,5100 99TH ST,57520
 customers,59f307eb1f0d6766995d1867,COLUMBIA,Marquitta,Lindsey,Maria,-80.939131,34.01974,customer_key_3040,female,47,RICHLAND,SC,1932 ST LOUIS AVE,29207
 customers,59f307eb1f0d6766995d1868,RYEGATE,Jerome,Hancock,Donald,-109.257354,46.378527,customer_key_3041,male,57,GOLDEN VALLEY,MT,4328 72ND PL,59074
 customers,59f307eb1f0d6766995d1869,CENTRAL CITY,Pamella,Rosales,Rosemary,-98.010548,41.162876,customer_key_3042,female,33,MERRICK,NE,9481 EVERELL AVE,68826
 customers,59f307eb1f0d6766995d186a,HURRICANE MILLS,Coretta,Palmer,Beverly,-87.810501,35.923959,customer_key_3043,female,26,HUMPHREYS,TN,9413 CHICAGO SKYWAY ST LAWRENCE AV ER,37078
 customers,59f307eb1f0d6766995d186b,JUPITER,Samatha,Thompson,Suzanne,-80.430269,26.645895,customer_key_3044,female,45,PALM BEACH,FL,4882 65TH ST,33468
 customers,59f307eb1f0d6766995d186c,AMARILLO,Alton,Chan,Mark,-101.777911,35.205702,customer_key_3045,male,85,POTTER,TX,5208 BEACON ST,79104
 customers,59f307eb1f0d6766995d186d,OSWEGO,Leland,Pope,Lee,-95.242611,37.18919,customer_key_3046,male,29,LABETTE,KS,8140 OLIPHANT AVE,67356
 customers,59f307eb1f0d6766995d186e,WAKE FOREST,Neida,Ponce,Kathleen,-78.586534,35.858041,customer_key_3047,female,46,WAKE,NC,6717 STRATFORD PL,27587
 customers,59f307eb1f0d6766995d186f,ATHENS,Floria,Carpenter,Renee,-85.214348,42.119031,customer_key_3048,female,23,CALHOUN,MI,4710 BONAPARTE ST,49011
 customers,59f307eb1f0d6766995d1870,TUALATIN,Thad,Hays,Morgan,-122.783887,45.366608,customer_key_3049,male,75,WASHINGTON,OR,6695 LA SALLE LOWER ST,97062
 customers,59f307eb1f0d6766995d1871,PORCUPINE,Rana,Shea,Carolyn,-102.5411,43.352617,customer_key_3050,female,27,SHANNON,SD,9313 LSD FULLERTON AV ER,57772
 customers,59f307eb1f0d6766995d1872,COPIAGUE,Kenna,Reilly,Kathleen,-73.394762,40.68022,customer_key_3051,female,35,SUFFOLK,NY,1888 MANOR AVE,11726
 customers,59f307eb1f0d6766995d1873,CENTERVILLE,Albert,Barry,Matthew,-84.986277,39.787438,customer_key_3052,male,54,WAYNE,IN,1828 I55 KEDZIE AV ER,47330
 customers,59f307eb1f0d6766995d1874,LEMPSTER,Dominica,Hampton,Patricia,-72.196758,43.213615,customer_key_3053,female,45,SULLIVAN,NH,1252 EWING AVE,3605
 customers,59f307eb1f0d6766995d1875,LAKE PRESTON,Buford,Warner,John,-97.382824,44.369159,customer_key_3054,male,32,KINGSBURY,SD,1380 BOWMANVILLE AVE,57249
 customers,59f307eb1f0d6766995d1876,WEST FORKS,Laurene,Buck,Rose,-69.909773,45.575731,customer_key_3055,female,23,SOMERSET,ME,9542 LATHAM AVE,4985
 customers,59f307eb1f0d6766995d1877,DEER HARBOR,Del,Garner,John,-122.983742,48.557824,customer_key_3056,male,34,SAN JUAN,WA,4651 ELLIS AVE,98243
 customers,59f307eb1f0d6766995d1878,MONT VERNON,Lizabeth,Page,Patricia,-71.727044,42.850464,customer_key_3057,female,32,HILLSBOROUGH,NH,5656 WEST END AVE,3057
 customers,59f307eb1f0d6766995d1879,MORSE MILL,Edwardo,Newton,Thomas,-90.652057,38.280943,customer_key_3058,male,38,JEFFERSON,MO,9613 MOZART ST,63066
 customers,59f307eb1f0d6766995d187a,RIFLE,Emerson,Steele,Douglas,-107.794723,39.582273,customer_key_3059,male,37,GARFIELD,CO,1381 SPINE RD,81650
 customers,59f307eb1f0d6766995d187b,GRAETTINGER,Jeffrey,Cortez,Judith,-94.736878,43.19802,customer_key_3060,female,28,PALO ALTO,IA,8694 MIDWAY PLAISANCE,51342
 customers,59f307eb1f0d6766995d187c,ARMA,Erasmo,Callahan,Andrew,-94.694906,37.557295,customer_key_3061,male,34,CRAWFORD,KS,7060 PONCHARTRAIN BLVD,66712
 customers,59f307eb1f0d6766995d187d,TAIBAN,Cecila,Delacruz,Margaret,-104.419381,34.387466,customer_key_3062,female,42,DE BACA,NM,3212 MEADE AVE,88134
